Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
S2_8789313	-3.2285E-2	-1.5479E-2	-2.721E-2	-2.3125E-2	0.03576
S2_8878100	-3.5383E-2	0.01698	-2.2681E-2	-5.4581E-3	-1.0063E-2
S2_8989339	0.03193	0.00799	-3.4417E-2	0.02004	0.0132
S2_9070855	0.02721	0.00956	-2.7539E-2	0.01042	0.01586
S2_9128358	-1.9518E-3	0.01524	0.03615	0.02862	9.0242E-4
S2_9250076	-1.1637E-3	0.0084	0.02635	0.03418	9.9506E-4
S2_9250184	-3.4091E-2	0.00568	-2.147E-2	0.00191	-6.6103E-3
S2_9250199	-3.1648E-2	0.01198	-2.1492E-2	-3.0192E-3	-6.0018E-3
S2_9265304	-4.6945E-2	0.02281	-2.1526E-2	0.01381	-4.4167E-3
S2_9265459	-4.6766E-2	0.02821	-1.5299E-2	0.01265	-1.1033E-2
S2_9320241	-4.2742E-3	-1.421E-2	-4.9258E-3	-1.1722E-3	-9.2996E-3
S2_9320255	-3.0691E-2	-8.8526E-3	-4.3356E-2	3.5317E-4	0.01687
S2_9320294	-3.3769E-2	-8.1336E-3	-5.4939E-2	0.00756	0.03153
S2_9320311	-3.0535E-2	-7.1809E-3	-4.974E-2	0.0064	0.03051
S2_9357024	8.9039E-4	9.3217E-4	0.00417	5.9851E-4	-1.2699E-2
S2_9451755	-8.1845E-3	-9.1775E-3	0.00303	0.05715	0.02441
S2_9451756	-8.9732E-3	-1.1416E-2	0.00264	0.06115	0.02517
S2_9469728	0.00261	0.00418	-2.8537E-3	0.01291	0.00875
S2_9526280	-1.4462E-2	-5.1186E-2	-2.6466E-3	0.06602	0.01166
S2_9526336	-1.3392E-2	-5.4926E-2	2.3986E-4	0.06049	0.0125
S2_9526365	-1.4668E-2	-5.4497E-2	-1.374E-2	0.05636	0.01956
S2_9526367	-1.5767E-2	-5.3324E-2	-1.4343E-2	0.05707	0.01986
S2_9526368	-1.4808E-2	-5.427E-2	-1.4421E-2	0.05586	0.01917
S2_9526370	-1.4465E-2	-5.4398E-2	-1.4524E-2	0.05429	0.01881
S2_9526378	-1.7131E-2	-5.8037E-2	-1.9233E-2	0.05944	0.01657
S2_9563404	0.02035	0.00713	-2.8507E-2	0.0198	0.01915
S2_9583668	0.02527	0.01542	-1.6864E-2	0.05488	0.04897
S2_9583689	-8.2198E-4	-3.6604E-2	0.00167	-3.3381E-2	0.04059
S2_9583727	-6.1535E-4	-3.5274E-2	-1.6588E-3	-3.526E-2	0.04204
S2_9755086	0.00172	-5.8935E-4	0.0055	-3.4059E-3	-7.1097E-4
S2_9842391	-1.9783E-2	0.03021	-1.2288E-2	-5.9938E-3	-2.149E-3
S2_10063205	-7.2045E-3	-1.6469E-2	0.02902	0.01107	0.05975
S2_10063265	-2.3511E-2	0.03809	-1.0635E-2	-7.6232E-3	-6.7665E-3
S2_10063277	-3.4752E-3	-2.1826E-2	0.02894	0.00676	0.05797
S2_10281151	5.2261E-4	0.00906	-4.1303E-3	0.00586	0.0182
S2_10286864	0.03138	0.01305	-3.4235E-2	0.0063	0.01056
S2_10286906	0.03617	0.01306	-3.7104E-2	0.00817	0.01163
S2_10286927	0.02936	0.01806	-4.3314E-2	0.00685	0.02056
S2_10286939	0.03017	0.01422	-4.2456E-2	0.00897	0.02111
S2_10286964	0.03015	0.01562	-4.1585E-2	0.01085	0.02351
S2_10327217	0.00294	-2.5382E-2	0.00719	-3.561E-2	0.03623
S2_10327220	0.00297	-2.6179E-2	0.00864	-3.6316E-2	0.0348
S2_10327250	0.02741	0.00793	-2.6892E-2	0.00604	0.02521
S2_10352525	-3.9576E-3	-1.2041E-3	-5.1048E-3	0.00713	0.00844
S2_10352528	-5.1259E-3	0.00151	-1.8452E-2	0.00101	0.027
S2_10352555	-1.1459E-3	-5.2034E-3	0.00334	-1.0544E-3	0.00105
S2_10673954	-3.5693E-3	-2.2832E-3	-8.3699E-3	0.0027	0.00848
S2_10856826	-1.8542E-2	0.02702	-7.9857E-3	-1.4906E-3	-4.4612E-3
S2_10856839	0.00125	0.00804	0.02356	0.01991	-2.8328E-3
S2_10856840	-8.7031E-4	-8.7379E-4	0.0196	0.02418	0.00335
S2_10856862	0.00273	0.007	0.02473	0.02252	-1.498E-3
S2_10856868	0.002	0.00931	0.02597	0.02286	-2.3088E-3
S2_10856870	0.00158	0.00882	0.02568	0.02308	-2.6274E-3
S2_10856879	-4.1242E-4	0.01291	0.02783	0.02347	6.6185E-4
S2_10856880	4.0058E-4	0.01178	0.0283	0.02346	4.493E-4
S2_10856888	8.0413E-4	0.00927	0.02952	0.02475	0.00117
S2_10862189	-2.4294E-2	-3.9812E-2	-1.0029E-3	0.04917	0.01544
S2_10907173	8.2576E-4	-4.9094E-2	-1.3253E-2	-7.9022E-3	0.02877
S2_10907218	9.4449E-4	-4.4945E-2	-2.3458E-2	6.1998E-4	0.01861
S2_11063302	0.00967	0.00121	0.01992	5.1823E-4	0.05361
S2_11109044	-2.1464E-3	0.00324	-2.6998E-3	-3.1105E-3	-5.4664E-3
S2_11270867	3.5622E-4	-8.781E-5	0.00212	-1.7169E-3	-1.1723E-2
S2_11392986	0.03706	0.01166	-2.5703E-2	0.00169	0.04031
S2_11475051	0.02862	0.00885	-1.2732E-2	0.04893	0.03419
S2_11528442	-8.7806E-3	-2.3496E-2	-6.9064E-3	0.00948	-7.2543E-3
S2_11678499	-1.1588E-2	-3.3013E-2	-1.4413E-2	0.00356	-8.8246E-3
S2_11678504	-1.0945E-2	-3.0852E-2	-1.5156E-2	4.3648E-4	-8.814E-3
S2_11678519	0.02488	-1.9477E-2	-3.8636E-2	0.00718	-9.4492E-3
S2_11678526	-1.11E-2	-3.466E-2	-1.621E-2	0.0031	-7.8608E-3
S2_11678552	-1.1456E-2	-3.5653E-2	-1.594E-2	0.00561	-1.0798E-2
S2_11678563	0.02579	0.01146	-1.9918E-2	0.00136	0.0222
S2_11755842	0.00279	0.00743	0.00393	-2.6761E-3	0.00482
S2_11763334	-3.0229E-2	0.00294	-6.4286E-3	-4.3143E-2	0.06404
S2_11765023	0.004	0.00212	0.01281	-8.7371E-4	-9.5131E-3
S2_11765024	-4.8885E-4	0.00252	0.01197	-3.4108E-3	-2.8055E-3
S2_11817721	0.0081	-7.3402E-3	-7.8225E-3	-5.3676E-3	0.00934
S2_12148421	-5.818E-3	-1.9344E-2	-4.735E-3	0.00675	-1.5215E-2
S2_12356505	-4.234E-3	0.01316	0.02469	0.03714	3.1076E-4
S2_12415806	-5.4729E-3	-1.748E-2	0.00945	-1.2443E-2	7.7435E-4
S2_12415823	-1.4119E-2	-3.8365E-2	-1.4079E-2	0.00297	-4.9666E-3
S2_12618038	0.0062	-6.5039E-3	-2.7661E-3	-2.8858E-3	-1.419E-3
S2_12624663	0.01763	0.00684	0.00476	-1.9472E-2	0.01839
S2_12624664	0.01551	5.7894E-4	0.00564	-1.3153E-2	0.00915
S2_12624666	0.0164	0.00328	0.00581	-9.5163E-3	0.00801
S2_12682259	0.0332	0.00431	-4.2755E-2	0.00809	0.02584
S2_12698133	-1.5449E-2	-5.5366E-2	-8.7206E-3	-9.4967E-3	0.01919
S2_12698135	0.03621	0.00905	-2.3066E-2	0.00337	0.02468
S2_12796999	-8.0817E-3	-4.7034E-2	-5.5534E-3	-2.4206E-2	0.02253
S2_12975323	-1.1822E-2	-3.882E-2	-1.7436E-2	0.01096	-9.1477E-3
S2_12993706	-2.1853E-2	0.02902	-4.1429E-3	-2.3811E-3	-2.7733E-3
S2_13002874	-4.2778E-3	0.00761	0.02018	0.04228	0.03733
S2_13168493	0.00296	0.00267	0.00157	0.00166	-1.4535E-3
S2_13168494	8.4135E-4	0.00258	-3.5777E-3	0.0021	0.00359
S2_13168496	0.0022	0.00506	-7.2948E-3	-3.9109E-3	0.01
S2_13177084	0.01936	0.04011	-6.0631E-2	-1.3265E-2	0.00762
S2_13383456	-8.1309E-3	-2.3305E-2	-3.9561E-3	0.02159	0.02715
S2_13413161	-1.786E-2	-2.9912E-2	0.00933	0.04787	0.02993
S2_13582102	0.00106	-4.3229E-3	0.00584	0.01565	-7.3112E-3
S2_13660695	-5.5808E-3	-1.7992E-2	-4.5826E-3	0.00333	-1.2139E-2
S2_14047602	0.00219	0.00528	0.02811	0.05371	0.01159
S2_14047605	0.00204	0.00413	0.02803	0.05275	0.01164
S2_14047637	-1.725E-3	0.00858	0.03222	0.06409	0.02097
S2_14047727	-7.0689E-4	0.00459	0.02491	0.04877	0.01983
S2_14047756	-1.5491E-3	0.00783	0.01625	0.0496	0.01695
S2_14047810	0.00238	0.00107	0.01477	0.02197	-2.4189E-3
S2_14226415	-1.0909E-2	-3.1482E-2	-8.7372E-3	0.0104	-6.8362E-3
S2_14226482	0.03992	0.01692	-2.6063E-2	0.00671	0.02666
S2_14245464	-2.5479E-3	0.00699	-7.172E-3	-8.8459E-3	0.00566
S2_14271641	3.6545E-4	0.0032	0.02179	0.00859	0.00836
S2_14277571	-7.4783E-3	-3.6744E-2	0.01128	0.03799	0.02342
S2_14277573	-7.8994E-3	-3.5385E-2	0.00883	0.03348	0.022
S2_14277627	-8.6624E-3	-4.3341E-2	-2.2258E-2	0.00375	-1.8242E-3
S2_14277706	-1.1625E-2	-3.5492E-2	0.00186	0.03871	0.02184
S2_14277724	-1.1578E-2	-3.6581E-2	3.6717E-4	0.04169	0.02312
S2_14277727	-1.0251E-2	-3.8019E-2	0.00175	0.04208	0.02391
S2_14309551	-1.5113E-3	-2.632E-3	0.04149	0.0195	0.00206
S2_14309556	-4.3123E-2	0.01978	0.00289	0.01493	0.02451
S2_14309560	-4.4025E-2	0.01977	0.00149	0.01552	0.02216
S2_14309615	-3.8638E-2	0.01586	-3.4079E-3	0.01828	0.03824
S2_14309643	-4.1017E-2	0.01346	-9.4328E-3	0.02413	0.03278
S2_14309654	-4.0156E-2	0.01442	-8.6194E-3	0.02618	0.0379
S2_14522809	-1.2036E-3	0.00891	-5.4462E-3	0.00793	-1.1619E-2
S2_14532792	0.00501	-2.5627E-2	-7.3421E-3	-5.2401E-3	0.01824
S2_14892160	0.00187	-9.0693E-4	0.0032	-1.8895E-3	-1.1903E-3
S2_14912260	-8.4487E-3	-3.3184E-2	-2.0755E-2	0.00381	-9.7129E-3
S2_14982018	0.01028	0.03772	-4.3213E-2	0.00636	0.01542
S2_14982043	0.01701	0.00892	-1.2906E-2	-2.1491E-3	-1.5172E-3
S2_15050160	-1.2786E-2	-2.4764E-2	0.02297	0.02633	0.02599
S2_15089097	-3.7341E-2	-1.6973E-2	-3.5092E-2	0.00658	-4.6541E-3
S2_15171096	-4.058E-3	0.00946	0.00179	0.01051	-1.345E-2
S2_15171120	-1.7876E-3	0.00179	-1.9388E-2	0.02622	0.00217
S2_15171222	0.0263	0.00138	-3.9226E-2	0.01141	0.0153
S2_15489078	-4.712E-2	-2.852E-2	-3.4051E-2	0.01736	-8.8598E-3
S2_15593736	-2.2974E-2	0.03123	-1.0168E-2	-5.8232E-3	-8.1629E-3
S2_15593754	-2.0875E-2	0.02832	-6.3146E-3	-9.9807E-3	-1.7974E-3
S2_15593777	-2.2918E-2	0.03724	-1.2223E-2	-7.1949E-3	-3.9702E-3
S2_15593819	0.02739	0.00753	-3.2313E-2	0.01548	0.01767
S2_15593821	-2.718E-2	0.02937	-8.4531E-3	-4.0028E-3	-3.5149E-3
S2_15593838	-2.3445E-2	0.03025	-6.7211E-3	-5.251E-3	-2.6802E-3
S2_15593864	-1.379E-2	0.01898	-2.1325E-3	-4.1927E-3	-9.2147E-3
S2_15593885	-2.1398E-2	0.02598	-8.0439E-3	-6.6736E-3	-8.1008E-3
S2_15593945	-1.8775E-2	0.02253	-6.7678E-3	-3.8735E-3	-4.0089E-3
S2_15593955	0.00771	-2.0588E-3	0.00405	-1.2845E-2	0.01331
S2_15598152	-2.1435E-2	0.02544	0.01952	0.04542	0.01651
S2_15598153	-2.0972E-2	0.0254	0.02204	0.04557	0.01858
S2_15739657	-2.1859E-2	0.03434	-8.374E-3	-3.9453E-3	-5.5838E-3
S2_15774271	0.00161	-2.9679E-3	0.00944	-1.3363E-2	-4.623E-3
S2_15891712	0.00946	0.04118	-2.8479E-2	-3.8631E-2	0.05925
S2_15891832	-2.6806E-2	-4.9935E-2	-9.0842E-3	0.08078	0.02311
S2_16184435	0.01148	-3.7126E-3	2.7538E-4	-1.1712E-2	0.00568
S2_16260117	-1.0108E-2	-4.4686E-2	-1.5329E-2	-1.8202E-3	-3.307E-3
S2_16337212	0.00215	0.0019	0.00565	0.00413	-7.5332E-3
S2_16366208	-4.1448E-2	0.00268	-3.2122E-2	-3.6996E-3	-8.2736E-3
S2_16366264	-3.7822E-2	0.0017	-3.9428E-2	-1.7856E-4	0.0046
S2_16593562	-4.2067E-3	-1.5455E-2	-7.421E-4	0.00621	-1.4363E-2
S2_16593674	-1.1079E-2	-2.9763E-2	-1.111E-2	0.00775	-1.4208E-2
S2_16658236	-2.6631E-2	0.01592	-1.3542E-2	-1.4334E-3	-8.7421E-3
S2_16700581	-4.7756E-2	-2.3799E-2	-4.2344E-2	0.00358	-1.18E-2
S2_16700605	0.03064	0.02618	-1.128E-2	0.03628	0.03429
S2_16774387	0.03161	0.01136	-2.4945E-2	-2.9119E-3	0.02409
S2_16774437	0.03395	0.00657	-2.2411E-2	0.00131	0.02089
S2_16774463	-2.8893E-2	0.02577	-1.8871E-2	0.04883	0.0218
S2_16919677	-1.5392E-3	0.00813	0.03334	0.02378	0.01429
S2_16919711	-3.155E-2	0.02663	-1.275E-2	0.00139	-7.4963E-3
S2_17136731	0.00287	0.00394	0.00565	-1.0455E-2	0.00379
S2_17136732	0.00226	0.00319	0.00711	-1.0322E-2	0.00345
S2_17136734	0.00263	0.0034	0.00674	-1.1572E-2	0.00384
S2_17136737	0.00262	0.00342	0.00696	-1.0832E-2	0.00416
S2_17136738	0.00195	0.00402	0.00691	-1.1863E-2	0.00418
S2_17139427	0.00322	-1.4218E-3	0.00808	-9.2929E-3	-2.184E-3
S2_17139539	0.00405	-6.2587E-3	0.00383	-1.7801E-2	0.00974
S2_17139545	0.00362	-6.0025E-3	0.00421	-1.8328E-2	0.00929
S2_17139552	0.0031	-3.5551E-3	0.00802	-1.7955E-2	0.00791
S2_17141379	0.00902	-5.8134E-3	0.01829	-3.4933E-2	0.03671
S2_17141388	-1.4163E-2	-4.3812E-2	-2.1294E-2	0.00385	-1.548E-2
S2_17252887	0.03223	0.02256	-4.452E-3	0.03784	0.04493
S2_17252912	-1.3293E-2	-3.6171E-2	-1.3047E-2	0.0141	-8.6632E-3
S2_17252930	0.00304	-8.1367E-3	0.00368	-1.186E-2	-6.0995E-3
S2_17252948	0.00445	0.02212	-1.2372E-2	-1.8101E-2	0.02361
S2_17270233	0.00143	0.01175	0.02085	0.03874	0.00343
S2_17270269	0.00216	0.00853	0.02041	0.03919	0.00581
S2_17270453	-1.3016E-2	-3.9247E-2	-1.8525E-2	0.01285	-6.5316E-3
S2_17709141	-2.5561E-2	0.02075	-1.084E-2	-7.8606E-3	-4.7568E-3
S2_17711113	-2.1678E-2	-3.6529E-2	-8.6355E-3	-4.3426E-2	0.04447
S2_17711114	-2.2024E-2	-3.5441E-2	-7.948E-3	-4.2599E-2	0.04503
S2_17734449	-3.1667E-2	0.05295	0.0155	0.05263	0.01049
S2_17795476	-1.471E-2	-4.4072E-2	-1.7667E-2	0.01736	-7.1674E-3
S2_18067725	0.00588	-8.6361E-3	0.01715	-4.9892E-2	0.02207
S2_18184579	-2.2692E-2	0.03344	-1.0069E-2	-6.6219E-3	-5.7101E-3
S2_18330255	-2.468E-2	0.01974	-2.6663E-2	-1.2851E-2	0.01607
S2_18330256	-2.4339E-2	0.01957	-2.593E-2	-1.2279E-2	0.01608
S2_18330257	-2.3234E-2	0.019	-2.5558E-2	-1.2974E-2	0.01826
S2_18357695	3.5164E-4	0.00183	0.01561	-5.4794E-3	2.3671E-4
S2_18587132	-5.3179E-4	0.0048	0.0235	0.04744	0.01177
S2_18911771	-3.0277E-3	0.02037	0.02644	0.02949	0.01055
S2_19042413	-4.7108E-3	-1.8553E-2	-3.7226E-3	0.00595	-1.2343E-2
S2_19042415	0.00124	0.01363	0.02476	0.03535	0.00396
S2_19152517	-2.477E-3	0.04517	-3.2502E-2	-5.3277E-3	0.02358
S2_19152572	0.00216	0.05153	-4.0948E-2	-1.5307E-3	0.02619
S2_19245104	0.0097	-1.3297E-4	-1.9807E-3	-3.728E-3	0.00398
S2_19368634	-2.3971E-2	0.03488	-1.2708E-2	-5.802E-3	-4.0769E-3
S2_19368947	-1.466E-2	0.02757	-6.0658E-3	-1.5314E-4	-7.4146E-3
S2_19447319	-3.0097E-2	0.03571	-2.0586E-2	-7.5383E-3	-2.6564E-3
S2_19483775	2.6611E-4	-7.6101E-3	0.03096	-2.0117E-2	0.05851
S2_19502155	-4.9188E-4	-1.772E-2	0.0216	-4.0499E-2	0.03729
S2_19502163	-1.6702E-3	-2.0076E-2	0.01978	-4.0323E-2	0.03836
S2_19559279	-2.9044E-2	0.00811	-1.9912E-2	0.00935	-7.8263E-3
S2_19559376	0.00319	-1.0107E-3	0.00355	0.0034	-9.7736E-3
S2_19559377	2.6984E-4	0.0078	-6.8913E-3	0.0027	0.00764
S2_19559380	0.00243	0.00462	-2.3915E-3	3.7501E-4	-3.5364E-3
S3_39072	0.03039	0.00528	-4.6235E-2	-2.5994E-3	0.0452
S3_88130	-2.6451E-2	0.03728	-1.2457E-2	-6.2049E-3	-5.0303E-3
S3_182566	-2.2897E-2	0.03593	-9.4074E-3	7.8015E-5	-6.8142E-3
S3_193362	-3.8316E-4	-4.4053E-3	-3.8438E-3	-7.8012E-3	-2.3911E-3
S3_193363	0.00152	-3.6553E-3	-2.6129E-3	-8.0007E-3	-1.294E-3
S3_212998	0.03293	0.00918	-2.964E-2	0.00714	0.0154
S3_364121	-7.9031E-3	-2.0514E-2	2.5552E-4	0.01041	-1.6863E-2
S3_368561	-4.8642E-2	-1.9753E-2	-2.2986E-2	-1.7215E-2	0.02541
S3_464147	0.00133	-9.1606E-3	-5.9252E-3	0.0014	0.00178
S3_511395	0.0312	0.0341	-7.6933E-3	0.0592	0.0238
S3_526732	0.02321	0.01251	-2.2524E-3	0.02136	0.03055
S3_526754	-4.7236E-2	-2.7711E-2	-2.9027E-2	-1.4154E-2	0.03093
S3_696500	9.4268E-4	-2.64E-2	0.00655	-2.865E-2	0.03222
S3_696510	0.00464	-2.1023E-2	0.0082	-2.7792E-2	0.03544
S3_696547	-1.5485E-3	-2.4547E-2	0.01044	-2.6576E-2	0.02362
S3_696573	-3.8778E-2	-1.2696E-2	-2.3589E-2	-1.7773E-2	0.03112
S3_824643	-1.1953E-2	-3.9144E-2	-4.8233E-3	-5.8137E-3	3.155E-4
S3_824651	-1.9967E-2	0.03929	-5.4605E-4	0.02811	0.04531
S3_824652	-1.9967E-2	0.03991	-1.752E-3	0.02751	0.04548
S3_1027716	-2.6948E-2	-1.0555E-2	-2.116E-2	1.1371E-4	0.00564
S3_1114039	-2.166E-3	0.00691	0.03147	0.02334	0.02529
S3_1139195	-1.331E-3	2.7432E-4	0.00536	-6.8608E-3	9.4502E-4
S3_1167949	8.455E-4	-2.9153E-4	-9.5904E-3	0.01646	-5.1674E-3
S3_1167952	0.0027	-1.6389E-3	-4.036E-3	0.0155	-7.6383E-3
S3_1167970	0.00181	-6.7224E-3	-4.3891E-3	0.01652	-3.1688E-3
S3_1168246	0.00256	0.0022	-5.3845E-3	0.01246	-9.0987E-3
S3_1168346	-3.8367E-2	0.03666	0.0419	0.00899	0.02514
S3_1168448	0.00236	0.00871	0.02361	0.03433	0.00369
S3_1168462	-3.412E-2	0.02306	0.01959	0.00663	0.03774
S3_1227372	-5.8396E-4	-1.7354E-2	-8.6657E-3	3.0706E-4	0.00435
S3_1288734	0.02905	0.01334	-2.7393E-2	0.01906	0.02462
S3_1491206	0.03796	0.00589	-2.906E-2	-8.2489E-4	0.01532
S3_1539988	0.00138	-1.7491E-4	0.01339	-9.5715E-3	-9.0185E-3
S3_1615294	0.00197	-1.2717E-2	-6.1519E-3	0.00515	-1.1558E-3
S3_1615305	-4.7136E-3	-1.4815E-2	-2.0426E-3	0.00438	-1.5795E-2
S3_1622721	-2.1034E-3	1.453E-4	-1.5123E-3	0.00711	-1.0366E-2
S3_1622722	-1.2994E-3	-8.8161E-4	0.00213	0.00388	-1.4493E-2
S3_1622724	-1.0979E-3	-2.0987E-3	0.00187	0.00341	-1.4383E-2
S3_1869804	-8.3252E-3	-4.3095E-2	-2.398E-2	0.00359	-4.215E-3
S3_2117500	-3.6554E-2	0.03508	0.00253	0.0472	0.01681
S3_2389630	-2.6812E-2	0.03137	-6.3218E-3	-1.5534E-2	-5.4358E-3
S3_2582446	-9.4754E-3	-3.3366E-2	-1.6313E-2	0.01235	-6.9451E-3
S3_2582485	-1.1264E-2	-4.9919E-2	-1.169E-2	-1.5976E-2	0.01369
S3_2582493	0.03084	0.01007	-3.2779E-2	0.00602	0.01962
S3_2586976	-3.432E-2	0.01064	0.00554	0.0042	0.04228
S3_2586987	-2.9932E-2	0.02439	0.00128	0.01803	0.03095
S3_2605568	0.04425	0.01506	-4.117E-2	0.01595	-1.824E-3
S3_2605791	-2.4788E-3	0.00467	1.6663E-4	0.01337	-1.2435E-2
S3_2615525	0.0371	0.01053	-3.4276E-2	0.00523	0.01151
S3_2615558	0.03015	0.00958	-3.223E-2	0.00586	0.02344
S3_2615559	0.03316	0.01169	-3.8078E-2	0.00627	0.02107
S3_2718725	0.00957	-2.9394E-2	-9.9913E-3	-3.5566E-2	0.04249
S3_2718726	0.00963	-2.9977E-2	-9.5235E-3	-3.4305E-2	0.04375
S3_2718746	-2.4353E-2	0.02775	-9.156E-3	0.03897	0.03246
S3_2718747	-2.4552E-2	0.02921	-8.1907E-3	0.03926	0.03363
S3_2889587	-1.6078E-2	-4.5117E-2	-2.0555E-2	0.01739	-5.7961E-3
S3_2889675	-1.5284E-2	-4.756E-2	-1.772E-2	0.01951	-8.0267E-3
S3_2903318	-1.6472E-2	0.0209	0.00221	-3.3824E-2	0.02165
S3_2903353	-2.3032E-2	0.01327	-6.9936E-3	-3.4005E-2	0.02323
S3_2917917	-1.5408E-2	-3.0613E-2	0.03025	0.02595	0.0346
S3_2986736	-2.3886E-2	0.02325	-3.7795E-3	-4.3077E-2	0.03614
S3_3134696	0.00143	-3.0716E-3	0.00599	-5.1961E-3	-1.2163E-2
S3_3134726	2.2445E-4	-6.0404E-3	0.00734	-5.5795E-3	-8.2451E-3
S3_3443250	-4.6015E-3	-1.2952E-2	0.04487	0.00852	0.03324
S3_3443277	-6.1555E-3	-1.8059E-2	-3.3216E-3	-2.8397E-3	-1.9123E-3
S3_3443399	-2.3323E-2	0.03394	-9.4231E-3	-5.5944E-3	-7.4934E-3
S3_3551045	0.00402	0.00476	-7.7594E-3	0.00181	0.01414
S3_3551047	0.00394	0.00411	-1.043E-2	-9.768E-4	0.01769
S3_3583942	0.0062	-2.8582E-3	0.03659	-3.8536E-3	0.03399
S3_3583949	-1.0333E-2	-3.074E-2	-1.2055E-2	0.01087	-1.0338E-2
S3_3583965	0.00271	-7.4286E-4	0.0314	-1.2797E-2	0.01699
S3_3583968	0.00259	-3.9478E-4	0.03004	-1.1348E-2	0.01559
S3_3584005	0.00414	4.8183E-4	0.02592	-1.8161E-2	0.0189
S3_3584024	0.00775	9.4086E-4	0.02384	-1.3529E-2	0.03175
S3_3584138	-1.9858E-2	0.02392	-1.2695E-3	-2.3005E-2	0.00421
S3_3674011	0.03287	0.00866	-3.5162E-2	0.01095	0.02504
S3_3777615	0.02837	0.02248	-7.1171E-3	0.03736	0.02585
S3_3778119	-3.5846E-2	-6.61E-3	-3.9853E-2	0.00139	0.02312
S3_3778208	-3.6079E-3	-3.4346E-3	-1.1787E-2	0.01881	0.00685
S3_3860566	-8.3716E-3	-2.1508E-2	-2.7524E-3	-3.5861E-3	-1.024E-2
S3_4051650	-6.6766E-3	-2.2246E-2	0.00789	-1.9815E-2	0.00228
S3_4051665	0.02626	0.01554	-3.0897E-2	0.02023	0.02047
S3_4051714	0.03378	0.01806	-2.6534E-2	0.01576	0.01624
S3_4061099	0.03824	0.00318	-4.0515E-2	0.01698	-2.3438E-3
S3_4063325	6.0907E-4	0.00106	3.941E-4	0.00306	-3.6892E-3
S3_4214680	0.02865	0.02033	-2.9898E-2	0.01305	0.02468
S3_4214963	0.02786	0.01757	-2.5858E-2	0.00185	0.0309
S3_4346087	3.6003E-4	0.00457	-1.7558E-2	0.01279	0.03043
S3_4658251	-6.2821E-3	-1.6419E-2	0.00223	-2.8855E-3	-8.5534E-3
S3_4675961	-4.277E-2	-1.6836E-2	-2.57E-2	-2.7277E-2	0.02117
S3_4910329	-4.6933E-2	-1.0939E-2	-2.9413E-2	-1.3212E-2	0.0073
S3_4911990	-7.2407E-3	-1.8769E-2	-2.1744E-3	0.00777	-1.3723E-2
S3_4926893	-2.7825E-3	-1.1759E-2	0.00833	-1.3991E-2	-3.5542E-3
S3_4926908	-5.7172E-3	-1.6084E-2	0.00249	-4.4959E-3	-1.1815E-2
S3_4926922	-3.2256E-3	-1.3823E-2	0.00932	-1.1498E-2	-1.7794E-3
S3_4926932	-2.5191E-3	-1.117E-2	0.01093	-1.4638E-2	-2.5894E-3
S3_5122380	-2.2535E-3	-1.7542E-3	0.03067	0.03801	0.01462
S3_5122433	-3.1038E-2	-2.1293E-2	-3.0403E-2	-1.272E-2	0.02618
S3_5180631	0.02144	0.00859	-1.7137E-2	0.00255	0.01177
S3_5180635	0.02524	0.00806	-2.1441E-2	0.00906	0.01181
S3_5180641	0.02698	0.01042	-2.4483E-2	0.00972	0.01041
S3_5181289	0.00695	-1.0059E-3	0.01299	-2.8705E-2	0.01403
S3_5274034	-4.5492E-2	-2.3471E-3	-1.7057E-2	-1.3257E-2	0.00773
S3_5274042	0.0374	0.00638	-3.4638E-2	0.01884	0.0089
S3_5333603	0.02586	0.00146	-3.4945E-2	0.00836	0.02358
S3_5333615	0.02797	0.00499	-3.811E-2	0.01405	0.01955
S3_5333637	-7.2466E-3	-1.7082E-2	-2.4239E-4	0.0039	-1.328E-2
S3_5356715	-5.94E-3	-3.482E-2	-4.9349E-3	-3.1052E-2	0.03744
S3_5356716	-2.3038E-2	0.00413	-9.4443E-3	-6.3682E-3	-6.3518E-3
S3_5460645	-1.9961E-3	0.01112	0.01463	0.03475	0.00344
S3_5468578	-5.1673E-2	8.774E-4	0.00264	0.03269	0.02124
S3_5468620	-4.1484E-3	0.01692	0.02977	0.03889	8.723E-4
S3_5694013	-2.739E-2	0.03673	-1.2223E-2	-6.7642E-3	-5.2688E-3
S3_5799642	0.00607	-6.4171E-3	0.00101	0.00228	0.01443
S3_5952286	-3.5674E-2	0.01669	0.0048	0.04009	0.02738
S3_6091141	-2.2249E-2	-6.9758E-2	-2.3929E-2	0.02086	-1.6099E-2
S3_6142217	-3.4934E-3	-1.3631E-2	-2.474E-3	0.00203	-1.2921E-2
S3_6476647	-1.4858E-2	0.00131	-1.1928E-2	0.03219	0.0064
S3_6476653	-2.9974E-3	0.01616	-7.2134E-3	0.01825	0.01494
S3_6476659	0.00368	0.00579	-2.3287E-4	0.00829	-5.8596E-4
S3_6476666	-2.8768E-3	-1.8168E-2	-1.6624E-2	-3.0844E-2	0.05221
S3_6476667	-3.5178E-3	-1.6762E-2	-1.8682E-2	-3.1714E-2	0.05156
S3_6476677	-8.9884E-3	0.00792	-1.3982E-2	0.04378	0.01907
S3_6476782	-8.7719E-3	-1.2141E-2	-5.422E-3	0.02197	-5.9968E-3
