Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
S3_15799957	0.00368	-2.3519E-2	0.00746	-2.1257E-3	-1.8124E-3
S3_15800008	0.02959	-6.512E-3	0.03933	0.00166	-9.4281E-3
S3_15800030	0.01143	0.01621	0.01606	-4.9285E-4	-9.2501E-3
S3_15800108	0.00729	0.00524	-4.0242E-2	-1.3567E-2	-1.5404E-2
S3_15800123	0.01543	-1.9434E-2	-3.5929E-2	-9.9107E-3	-1.0001E-2
S3_15800126	0.01527	-2.2486E-2	-3.5746E-2	-9.6753E-3	-8.9021E-3
S3_15800166	0.03918	0.00794	0.00126	0.00307	-2.0251E-2
S3_15800332	0.02904	0.00866	0.03329	-1.0563E-2	8.5412E-4
S3_15815359	0.00563	0.00456	0.0124	-5.0654E-3	0.00651
S3_15866358	0.0119	0.01624	0.01461	0.00659	7.3011E-4
S3_15866422	0.01269	0.01741	0.01548	0.00394	-5.0703E-3
S3_15868865	0.01522	0.01804	0.01755	-5.2719E-3	0.00182
S3_15868945	0.01129	0.01662	0.01312	0.0056	2.1929E-4
S3_15868976	0.01473	0.02211	0.01663	9.0903E-4	7.2224E-5
S3_15869093	0.01448	0.02146	0.01703	0.00643	-2.0433E-3
S3_15985179	0.01273	0.00367	0.01436	-5.7734E-3	-5.5409E-3
S3_15985223	0.01228	-1.6612E-3	0.01376	-7.3131E-3	-1.4196E-3
S3_15988858	0.01293	0.02111	0.01673	0.00325	-5.4328E-3
S3_15988901	0.01294	0.02072	0.01678	0.00318	-3.1392E-3
S3_16065746	-2.2141E-3	-2.8276E-3	2.7745E-4	-1.2925E-3	0.01115
S3_16273116	0.02127	0.00425	-7.2183E-3	-2.9097E-3	-1.7185E-2
S3_16380979	0.01356	0.01683	0.01592	0.00762	-1.695E-4
S3_16380981	0.01342	0.01699	0.01571	0.00668	-2.7204E-4
S3_16380985	0.01228	0.01615	0.01475	0.00668	0.00124
S3_16386186	0.01276	0.01502	0.0151	0.00339	-7.8997E-5
S3_16388344	0.0057	-2.447E-2	0.01013	4.3739E-4	-9.833E-4
S3_16388387	0.01695	0.02358	0.02072	-3.4864E-3	-2.5593E-3
S3_16388391	0.01655	0.02364	0.02041	-4.5951E-3	-2.2468E-3
S3_16471595	0.01631	-2.9113E-2	-3.1822E-2	0.00364	-3.7517E-3
S3_16471602	0.01681	-2.517E-2	-3.0087E-2	0.00399	-6.3475E-4
S3_16498494	0.01051	-7.3437E-3	-9.7056E-3	0.00896	0.0019
S3_16594639	8.227E-5	-2.5986E-3	-1.5541E-2	-2.2817E-2	-3.5969E-3
S3_16628552	0.01348	0.01033	0.01585	0.002	-7.0446E-3
S3_16733831	0.01426	0.01568	0.01789	0.00458	0.00287
S3_16733846	0.02785	0.00267	0.00169	-4.2301E-3	-6.6857E-3
S3_16897375	0.02954	-1.0927E-2	-7.8751E-3	-8.2054E-3	-6.6178E-3
S3_16897415	0.03195	-1.1665E-2	-5.8382E-3	0.00639	-1.47E-2
S3_16897434	0.03305	-1.1131E-2	-7.7684E-3	9.8773E-4	-6.2695E-3
S3_16897442	0.03121	-6.9902E-3	-8.1108E-3	0.00523	-8.9927E-3
S3_16897443	0.03048	-7.3309E-3	-6.8895E-3	0.00795	-1.6676E-3
S3_16897471	0.0344	-7.2978E-3	-9.1996E-3	-9.7554E-3	-6.6563E-3
S3_16897486	0.03414	-4.2991E-3	-6.5648E-3	-1.4258E-2	-1.5088E-2
S3_16913525	0.02201	0.0245	-9.0411E-3	0.00901	-1.9944E-2
S3_16913541	0.02297	0.02523	-1.5062E-2	0.00546	-2.1941E-2
S3_16913569	0.02942	0.00409	-4.9857E-3	-1.0965E-3	-8.2108E-3
S3_16913598	0.022	0.02954	-1.1525E-2	0.01007	-2.8904E-2
S3_17077908	-1.1855E-3	-4.4591E-3	0.00146	-3.084E-3	-8.9989E-3
S3_17088626	0.0273	-5.5441E-3	-5.7764E-3	-1.4218E-2	-1.9685E-2
S3_17088637	0.02533	-2.2899E-3	-5.8824E-3	-1.4152E-2	-1.4815E-2
S3_17088641	0.02601	-1.6517E-3	-9.8092E-3	-1.3246E-2	-1.1504E-2
S3_17123909	0.02609	-7.605E-3	-8.5733E-3	-1.1163E-2	-1.4542E-2
S3_17134116	0.02706	1.5759E-4	-3.4955E-3	-1.5056E-2	-6.2605E-3
S3_17139410	0.00558	-2.3973E-2	0.00746	-6.598E-3	-2.5072E-3
S3_17139438	0.0204	0.02354	-6.4211E-3	0.00578	-1.2463E-2
S3_17139463	0.01332	0.02429	-1.4393E-2	-3.7429E-2	-9.4668E-3
S3_17216076	0.01436	-2.4872E-3	-8.2769E-3	-9.5127E-3	-9.7601E-3
S3_17216078	0.01467	-1.9629E-3	-7.7879E-3	-9.5769E-3	-9.4079E-3
S3_17216083	0.01504	-1.7083E-3	-8.4479E-3	-1.0744E-2	-8.073E-3
S3_17216085	0.01504	-1.6436E-3	-8.4655E-3	-1.0939E-2	-8.0217E-3
S3_17216089	0.01549	-1.5092E-3	-8.1805E-3	-1.0063E-2	-7.6412E-3
S3_17216122	0.02136	0.00751	-1.5505E-2	-1.6689E-2	-9.9718E-3
S3_17216146	0.02091	0.00662	-8.8911E-3	-1.6225E-2	-5.4999E-3
S3_17216149	0.02221	0.01045	-1.0031E-2	-1.973E-2	-2.9648E-3
S3_17231041	0.00748	-3.2981E-2	0.01238	-1.7848E-3	0.0018
S3_17231066	0.01692	0.02012	-2.9494E-2	-1.7178E-3	-1.4327E-2
S3_17296311	-1.3188E-3	0.00189	-4.9583E-3	-2.0186E-2	0.01231
S3_17296344	0.00383	0.00854	0.00164	-8.5819E-3	0.00915
S3_17296346	0.00434	0.00759	0.00723	0.00289	-1.9604E-3
S3_17301398	-1.8813E-4	-3.9533E-3	0.0031	0.01947	-1.9991E-3
S3_17301610	0.0193	0.01891	-2.4287E-2	0.00148	-1.0259E-2
S3_17337278	0.0079	-3.435E-2	0.01188	-1.2604E-3	-4.5339E-3
S3_17337355	0.02956	-7.8056E-3	-1.2535E-2	-1.5115E-2	-7.3787E-3
S3_17338134	0.00286	7.7745E-4	0.0063	0.00853	-1.4967E-3
S3_17338141	0.02913	-6.8485E-4	-8.2906E-3	-1.9209E-2	-1.2727E-2
S3_17380338	-2.2764E-3	-8.2169E-4	0.00323	0.01325	-2.2688E-3
S3_17380959	0.00206	-1.1925E-3	0.00508	0.00367	-3.2843E-3
S3_17380992	-5.3899E-3	-6.6467E-3	-7.5285E-3	-1.8601E-2	0.00698
S3_17453660	0.03346	-3.4986E-3	-1.0432E-2	-7.6838E-3	-2.2742E-3
S3_17453665	0.00642	-3.0817E-2	0.00968	-5.0535E-3	-1.0922E-3
S3_17472375	2.373E-4	-5.409E-3	-4.935E-4	0.00703	-2.4451E-3
S3_17481705	0.01501	0.01443	-1.4975E-2	0.01081	-2.073E-3
S3_17493376	0.0143	0.0128	-1.5751E-2	-4.2453E-3	-4.4179E-3
S3_17493402	0.01645	0.01965	-2.2238E-2	0.00807	0.00389
S3_17493506	0.02275	0.02529	-1.901E-2	0.00698	-8.8571E-3
S3_17493516	0.02328	0.02347	-2.0124E-2	0.00997	0.00181
S3_17493694	0.02652	0.02882	-2.1482E-2	0.00299	-3.4507E-3
S3_17493850	0.02354	0.02864	-2.3271E-2	0.00721	-1.0103E-2
S3_17617162	9.7046E-4	-3.9992E-3	0.00583	0.00893	-5.3639E-3
S3_17617169	-1.3783E-3	-6.9685E-3	0.00499	0.01338	0.0032
S3_17656713	0.02608	-1.1463E-2	-1.1016E-3	-1.3549E-2	-1.4393E-2
S3_17677191	-5.0186E-3	-1.1906E-2	0.0067	0.05294	-1.6066E-2
S3_17677223	-1.7379E-3	-7.1092E-3	0.00427	0.00998	0.00405
S3_17716963	0.03096	-8.0839E-3	-7.1677E-3	0.0021	0.00547
S3_17716982	0.00607	-3.0126E-2	0.00878	-2.1026E-3	-2.1096E-4
S3_17717062	0.0059	-2.5087E-2	0.00897	-6.1451E-3	-9.9577E-4
S3_17771206	-1.1677E-2	-4.3572E-3	0.0012	-2.8333E-2	0.04201
S3_17771230	-2.6909E-3	0.0139	0.00453	-3.3126E-2	0.02306
S3_17771235	0.00897	0.00333	-1.2892E-2	-3.5429E-2	0.02025
S3_17771236	-6.0817E-3	-8.1616E-3	9.5E-4	-5.6115E-2	0.00516
S3_17771243	-5.2564E-3	-1.2495E-2	-6.8555E-4	-4.6066E-2	-4.4701E-3
S3_17771244	-5.5353E-3	-1.2134E-2	-1.3317E-3	-4.4022E-2	-4.4981E-3
S3_17771245	-5.666E-3	-1.2862E-2	-6.4398E-4	-4.2455E-2	-5.2115E-3
S3_17771246	-5.1252E-3	-1.2056E-2	-6.6567E-5	-4.2043E-2	-4.5238E-3
S3_17771335	0.01218	0.01157	0.01708	0.00288	-6.2762E-3
S3_17771339	0.0078	0.00731	-1.448E-2	-4.602E-2	0.02638
S3_17771342	0.00709	0.00741	-1.3488E-2	-4.9827E-2	0.02332
S3_17779389	0.0222	0.02635	-1.0162E-2	0.0172	0.02775
S3_17779496	0.03057	0.00161	-2.0811E-3	-7.042E-3	0.03669
S3_17892836	0.02251	-8.9481E-3	0.00253	-1.3745E-3	0.0321
S3_18001370	0.00706	-2.8787E-2	0.01005	0.00101	-2.1354E-3
S3_18020989	-6.7714E-3	-8.9275E-3	-8.8257E-3	-9.8043E-3	0.00844
S3_18020990	-4.7145E-3	-9.949E-3	-5.4014E-3	-6.5062E-3	5.4994E-4
S3_18021440	0.00364	-2.5291E-2	0.00797	-2.0846E-3	-2.1161E-3
S3_18021479	0.0032	-2.6882E-2	0.00755	-4.9947E-3	-1.3138E-4
S3_18037189	0.0049	-2.5924E-2	0.00764	-1.5141E-3	-9.0882E-4
S3_18052639	0.02713	-1.5409E-2	-4.3765E-3	0.01418	0.05162
S3_18052642	0.02921	-1.364E-2	-3.2814E-3	0.01752	0.05217
S3_18131450	0.00739	-2.7325E-2	0.00927	-7.9585E-3	-2.8642E-3
S3_18131504	0.00835	-2.8037E-2	0.00952	9.2318E-5	-1.5004E-3
S3_18141048	0.03515	-2.8043E-3	0.00116	0.00629	0.04197
S3_18166898	0.0311	-6.771E-3	0.00439	0.01485	0.02826
S3_18167130	0.03438	-4.1198E-3	0.00195	4.182E-4	0.03979
S3_18342272	0.01113	-2.3872E-2	-1.7237E-2	0.00699	0.02595
S3_18471775	0.00537	-2.3498E-2	0.00896	0.00339	-1.9795E-3
S3_18504586	0.02492	0.02876	-2.7061E-3	0.02015	0.01468
S3_18504610	0.00757	-2.7849E-2	0.00662	0.00177	0.0034
S3_18504658	0.00778	-2.8808E-2	0.00921	-5.0161E-4	8.1247E-4
S3_18504673	0.00723	-2.9727E-2	0.00895	-1.5395E-3	-1.2679E-3
S3_18504688	0.03411	-2.0638E-3	0.01142	-3.6844E-3	0.03024
S3_18504697	0.03462	-4.16E-3	0.00794	-4.2215E-4	0.03394
S3_18504721	0.02654	0.03444	9.2514E-4	0.01839	0.01932
S3_18504754	0.02834	0.02265	1.4234E-4	0.01914	0.01979
S3_18504759	0.02966	0.02356	-2.0459E-3	0.01409	0.02673
S3_18504763	0.02992	0.02364	-3.8903E-3	0.01451	0.02922
S3_18504926	0.00838	-1.8529E-2	0.00946	6.6342E-4	0.00159
S3_18888591	-3.4701E-3	-4.1583E-3	-1.2432E-2	-2.1483E-2	0.00157
S3_18890919	0.02005	0.03068	0.02342	-1.9145E-3	0.0072
S3_18890932	0.01841	0.02726	0.02064	0.00152	0.0078
S3_18941232	0.00861	0.00238	-2.2464E-2	0.02545	0.02394
S3_18941265	0.00949	0.00325	-2.2977E-2	0.02558	0.02314
S3_18941430	0.03018	-1.7294E-3	0.00628	-2.2493E-3	0.02058
S3_18941485	0.03308	-4.3037E-3	0.01289	0.00667	0.02039
S3_19007205	0.02268	0.02545	-1.8971E-3	0.0168	0.01542
S3_19007213	0.02222	0.02382	-2.1526E-3	0.01538	0.01542
S3_19026630	0.02615	0.03359	-6.6639E-3	0.00808	0.03034
S3_19026664	0.02583	0.03205	-8.5654E-3	0.01108	0.03034
S3_19030594	0.02016	0.02333	-2.4566E-3	0.01727	0.01616
S3_19082704	-4.7767E-4	0.00189	-5.3363E-3	-1.754E-2	0.00421
S3_19109920	0.01139	0.01865	0.01637	-2.6436E-3	-8.4952E-3
S3_19117758	0.03158	-4.639E-3	-8.4922E-4	-9.2739E-3	0.02169
S3_19138810	0.01477	0.02056	0.01649	0.00295	0.0082
S3_19165563	-3.5308E-5	1.9779E-4	0.00467	0.02372	-2.8557E-3
S3_19188526	0.01505	0.02244	0.01827	0.00326	-4.3549E-4
S3_19188646	0.01312	0.01901	0.01598	0.01044	-5.1363E-3
S3_19333754	-2.8421E-3	-7.6629E-4	-8.2243E-3	-8.232E-3	0.01622
S3_19333783	-2.8998E-3	-4.8641E-3	6.9845E-4	0.00569	-2.7235E-3
S3_19333784	0.00141	-2.7736E-3	0.00293	0.01163	-1.7258E-3
S3_19369382	0.0046	-2.445E-2	0.0092	3.3083E-4	-2.0032E-3
S3_19372369	0.00724	-2.8605E-2	0.00858	-8.4642E-3	0.00257
S3_19372538	0.00771	-3.7867E-2	0.01042	-5.4034E-3	-2.3677E-3
S3_19398147	0.00824	-3.0727E-2	0.01152	0.01516	0.00273
S3_19470889	0.00102	-7.9282E-3	0.01388	0.02775	-9.3899E-3
S3_19470890	-3.7521E-4	-6.1997E-3	0.01491	0.03429	-1.6858E-3
S3_19504830	0.01553	0.02358	0.02094	0.00316	-7.2596E-3
S3_19506740	0.03346	-1.2956E-2	0.0014	0.01427	0.03063
S3_19535857	0.00694	-2.1691E-2	0.00936	-6.0866E-3	-7.9749E-3
S3_19542947	0.00521	-2.5814E-2	0.00857	-3.286E-3	-1.9546E-3
S3_19543012	0.02172	-9.1937E-3	0.02995	-1.3004E-2	0.00882
S3_19546356	3.3321E-4	-3.5918E-3	-3.2256E-3	-5.6366E-3	9.4751E-4
S3_19570403	0.03019	0.00376	0.00131	0.0093	0.02975
S3_19586264	0.00682	-1.9133E-2	0.01141	0.00159	0.00305
S3_19627517	0.01846	0.02667	0.0255	-1.2569E-3	-5.9915E-3
S3_19640408	0.01318	-2.888E-2	-1.8924E-2	0.0068	0.02139
S3_19640524	0.01283	-3.5186E-2	-1.6897E-2	0.02329	0.02646
S3_19640534	0.01202	-3.3232E-2	-1.5898E-2	0.01764	0.03
S3_19652361	0.02505	0.02777	-7.0305E-3	0.01376	0.02962
S3_19744132	0.02385	-9.3327E-3	0.03184	-9.7329E-4	5.43E-4
S3_19744197	0.021	-5.8136E-3	0.02735	-1.0975E-2	-1.3812E-3
S3_19744334	0.0232	-6.3764E-3	0.02684	-1.0997E-2	0.01501
S3_19809720	0.00643	-2.4662E-2	0.00782	-4.4429E-3	-3.3627E-3
S3_19809940	0.02447	0.0316	-2.4098E-3	0.01297	0.01655
S3_19809979	0.02449	0.03119	-2.4177E-3	0.01107	0.01544
S3_19809991	0.02702	0.03296	-3.3108E-3	0.01106	0.01807
S3_19819246	0.00675	-1.8535E-2	0.01025	-1.1407E-4	-2.7559E-3
S3_19819247	0.00684	-1.8542E-2	0.01015	-1.8069E-3	-1.9632E-3
S3_19819499	0.00984	-4.2998E-2	0.01259	-4.2269E-3	2.9551E-4
S3_19876301	0.01261	0.01792	0.01728	0.0019	-5.57E-3
S3_19876365	0.0128	0.02022	0.01788	5.937E-4	-3.239E-3
S3_19911290	-2.6591E-3	-6.0349E-3	-2.1462E-3	0.01047	0.01806
S3_19912603	0.0156	0.02375	0.02192	0.00316	-8.2212E-3
S3_19913837	0.00808	-3.2574E-2	0.00995	-3.4231E-3	-9.1329E-4
S3_19913922	0.01572	0.02595	0.02247	2.8957E-4	-8.8126E-3
S3_19914087	0.01535	0.02342	0.02181	-2.6278E-3	-3.0912E-3
S3_19952692	0.01516	-2.6989E-2	-2.1362E-2	0.00867	0.02251
S3_19952696	0.01193	-2.7247E-2	-1.5293E-2	0.00407	0.01328
S3_19952905	0.02972	-1.7927E-3	1.9826E-4	0.00227	0.04114
S3_19952915	0.01228	-2.5575E-2	-1.9141E-2	0.00748	0.02512
S3_19952919	6.3894E-5	-7.3175E-3	0.00343	0.01616	-5.7662E-3
S3_19955522	0.01283	-2.445E-2	-1.6623E-2	0.00903	0.01845
S3_19955576	0.01085	-2.8966E-2	-1.6556E-2	0.00816	0.02242
S3_19955813	0.00837	-2.2014E-2	-1.2196E-2	0.00491	0.0117
S3_19963953	0.00363	-8.3117E-3	0.01807	0.03409	0.01234
S3_20018199	0.02443	-3.7532E-3	0.03106	-1.5358E-2	0.007
S3_20018256	0.0273	-7.766E-3	0.03657	-6.0724E-3	0.00808
S3_20018507	0.02647	-8.1652E-3	0.03322	-2.3848E-3	-1.8391E-3
S3_20018528	0.02767	-6.9952E-3	0.03474	-2.9318E-3	-2.7188E-3
S3_20018537	0.02662	-9.1976E-3	0.03271	-2.1333E-3	0.00215
S3_20045705	0.01187	-2.0822E-2	-1.3106E-2	0.01372	0.0309
S3_20050538	0.00181	-7.5652E-3	7.6425E-5	8.7225E-4	-5.2706E-3
S3_20050541	2.8208E-4	-9.7706E-4	2.0736E-4	0.00231	-1.3623E-2
S3_20050567	-3.7023E-3	0.00359	-4.8614E-3	6.7011E-4	-5.0653E-3
S3_20050571	5.4508E-4	-5.0153E-4	-9.1339E-3	-8.2678E-3	-4.1095E-3
S3_20133609	0.01256	-3.0618E-2	-2.1505E-3	0.0018	0.01571
S3_20133621	0.01267	-3.1177E-2	-4.9063E-3	0.0071	0.0301
S3_20133623	0.01244	-3.1475E-2	-5.1672E-3	0.00574	0.0297
S3_20133624	0.0128	-3.1926E-2	-5.7669E-3	0.00684	0.0283
S3_20133625	0.01355	-3.1563E-2	-5.9905E-3	0.00629	0.02563
S3_20133626	0.01329	-3.1902E-2	-5.898E-3	0.00657	0.02624
S3_20133627	0.01351	-3.1618E-2	-6.1063E-3	0.00624	0.02602
S3_20133628	0.01345	-3.2016E-2	-5.9228E-3	0.00521	0.027
S3_20133751	0.00233	-8.3226E-3	0.01441	0.00447	0.00323
S3_20175606	0.01533	-3.0907E-2	-1.7248E-2	0.01451	0.02524
S3_20212963	0.01953	0.00266	0.02395	-5.4648E-3	0.00609
S3_20303873	0.02539	0.02125	0.00481	-1.2537E-3	0.01639
S3_20348503	0.02595	0.00482	0.00417	-1.5888E-2	0.03684
S3_20430204	0.01661	0.02302	0.02276	0.00174	-7.1062E-3
S3_20430209	0.03012	0.00182	0.00611	0.00308	0.02345
S3_20526187	-2.241E-4	-9.3624E-3	0.00359	0.00178	-1.1949E-2
S3_20526188	-2.3707E-3	-8.073E-3	0.00263	0.00497	0.0044
S3_20526189	-1.2391E-3	-5.5482E-3	-9.9212E-4	0.00938	-7.3745E-4
S3_20615753	0.01461	-1.2024E-2	0.01842	-8.7072E-3	0.0072
S3_20624162	0.02188	-3.7009E-3	0.02955	-1.6883E-2	0.00714
S3_20699981	-7.3556E-3	-8.9193E-4	-3.0002E-2	-3.8476E-2	0.02481
S3_20699983	-1.2195E-2	4.3871E-4	-4.7243E-3	-5.4755E-2	-1.9781E-3
S3_20699986	0.00226	-2.1081E-2	-2.5354E-2	-2.1644E-2	0.0274
S3_20699987	-1.2553E-2	9.0792E-4	-3.6443E-3	-4.5288E-2	0.00389
S3_20699988	-1.2474E-2	0.00149	-3.3091E-3	-4.6259E-2	0.00406
S3_20700009	-1.3639E-3	0.0056	-2.3767E-2	2.1504E-4	0.00687
S3_20700016	-2.4649E-3	0.00469	0.00386	0.00436	0.00141
S3_20711012	0.00612	-2.996E-2	0.00949	0.00385	0.00351
S3_20711045	0.00707	-3.2632E-2	0.00976	-3.7391E-3	-7.9882E-4
S3_20711048	0.00687	-3.2394E-2	0.00972	-6.1466E-3	-1.5664E-3
S3_20711051	0.00661	-2.9378E-2	0.00984	-4.1481E-3	-9.6237E-4
S3_20711217	0.0058	-3.066E-2	0.00923	-6.5829E-3	0.00201
S3_20711235	0.00651	-3.187E-2	0.00996	-5.567E-3	0.00171
S3_20711244	0.00573	-3.1817E-2	0.0083	-5.2732E-3	0.00292
S3_20711275	0.00642	-3.7858E-2	0.00974	-2.5464E-3	0.0012
S3_20711310	0.00755	-3.8102E-2	0.0117	-2.1946E-3	-2.2081E-3
S3_20711313	0.0074	-3.7932E-2	0.01154	-1.5548E-3	-9.3373E-4
S3_20711391	0.00819	-4.0314E-2	0.0109	-1.0677E-2	-3.9048E-4
S3_20711415	0.00932	-4.0081E-2	0.01358	-4.9079E-3	-1.8783E-3
S3_20711490	0.00751	-3.376E-2	0.00972	-4.84E-3	-3.3971E-3
S3_20711530	0.01685	-2.536E-2	-2.4174E-2	0.02529	0.03101
S3_20711531	0.00735	-9.1774E-4	-3.2747E-2	0.02996	0.02175
S3_20789777	0.00826	-8.6767E-4	-2.831E-2	0.02434	0.01974
S3_20789794	0.00732	-4.8235E-4	-2.7063E-2	0.02621	0.01808
S3_20789799	0.00821	5.6069E-4	-2.7724E-2	0.02403	0.01919
S3_20863328	0.0242	-8.4827E-3	0.03136	-3.1487E-3	-7.2724E-3
S3_20878758	0.02143	0.02245	-1.6019E-2	0.02116	0.03447
S3_20897399	0.00623	-2.4529E-2	0.00754	-1.5356E-3	0.00153
S3_20906427	-2.2221E-4	0.00321	-8.4167E-3	-1.5657E-2	-1.9426E-3
S3_20906428	8.6778E-5	0.00318	-1.1878E-2	-2.4793E-2	0.00405
S3_21060837	0.03032	0.00965	0.00402	0.00142	0.02465
S3_21130106	0.01074	-1.6404E-2	0.00724	0.00159	0.00609
S3_21188557	0.00663	5.1922E-4	-1.3302E-2	-3.7083E-3	0.01367
S3_21188558	0.00637	-4.667E-4	-1.223E-2	-2.1981E-3	0.01159
S3_21196634	0.01843	0.0236	-6.2662E-3	0.01051	0.01162
S3_21220393	0.01931	0.01819	-6.8734E-3	0.00865	0.00447
S3_21262467	0.00901	-1.5676E-2	-1.907E-2	0.01716	0.02879
S3_21404677	0.02866	-2.213E-3	0.00259	8.7594E-4	0.03323
S3_21708630	0.00643	-2.7013E-2	0.00638	-3.7107E-3	-3.2628E-3
S3_21828059	0.02643	-1.3103E-2	-9.4738E-4	0.00863	0.02964
S3_21931857	-6.6321E-3	0.00513	-1.513E-2	-3.551E-2	0.01728
S3_21995730	0.0076	-2.7642E-2	0.00358	-2.6467E-2	0.00717
S3_21996757	-3.1541E-3	0.00528	-2.3082E-2	-4.3286E-2	-2.543E-3
S3_21996758	0.00102	-3.3643E-3	0.00649	0.0085	-6.1472E-3
S3_22097779	0.01234	-1.861E-2	-2.6808E-2	0.00969	0.02496
S3_22154415	0.00565	-2.8793E-2	0.0103	-2.5762E-3	-7.2193E-3
S3_22269788	0.03119	-7.2033E-3	0.00219	0.00152	0.02223
S3_22278908	0.00114	-6.8627E-4	0.00434	-1.3521E-2	0.01272
S3_22335762	0.01459	-3.939E-3	-3.7386E-3	0.00471	0.00883
S3_22457090	0.00197	-4.9789E-3	0.00562	0.00495	-5.9999E-3
S3_22460652	-1.6094E-4	8.3637E-4	0.00446	0.0053	-8.2447E-4
S3_22460653	-1.3209E-4	0.00139	0.00503	0.00694	-2.3956E-3
S3_22460659	-1.4447E-4	0.00111	0.00617	0.00373	-6.0575E-4
S3_22614201	-2.1503E-4	-2.771E-3	0.00459	0.02055	-6.9764E-3
S3_22650615	-6.2973E-3	-1.0175E-2	-6.0728E-3	0.00246	0.0092
S3_22650617	-9.5647E-4	-2.2597E-3	-2.0865E-3	0.00152	0.00354
S3_22650618	-1.7352E-3	-7.5273E-4	7.6689E-4	-1.215E-2	-1.3763E-2
S3_22650622	-5.0948E-3	-6.0981E-3	-1.8171E-3	-1.2528E-2	-5.4971E-3
S3_22737741	0.01596	0.01965	0.01981	-2.7859E-3	0.00124
S3_22737808	0.01451	0.02129	0.01654	-4.2953E-3	0.00835
S3_22737870	0.02564	0.02608	-4.91E-3	0.00902	0.01447
S3_22746691	0.01671	0.02413	0.02159	-3.4064E-3	0.00426
S3_22747145	0.02887	-1.9075E-2	0.00468	0.00608	0.0135
S3_22747214	-7.2451E-5	-1.4161E-3	0.01631	0.03841	-2.3649E-3
S3_22956196	0.02083	-9.6243E-4	0.03029	-9.3438E-3	-2.2384E-4
S3_22975147	0.00703	-3.2346E-2	0.00775	-3.1145E-3	-3.0096E-3
S3_22975156	0.00766	-3.4753E-2	0.00967	-5.6338E-3	-4.6466E-3
S3_22975166	0.00728	-3.5733E-2	0.00777	-4.307E-4	-4.0924E-3
S3_22975210	0.00822	-3.4271E-2	0.00857	-9.486E-3	-3.8165E-3
S3_22975218	0.00799	-3.5774E-2	0.0098	-8.0848E-3	-4.4452E-3
S3_23053027	-2.6822E-3	-4.8525E-3	0.00595	0.03281	-1.0935E-2
S3_23053613	0.03264	-4.66E-3	-9.8327E-4	0.01101	0.01348
S3_23091247	-2.0519E-3	0.00281	-1.1155E-2	-1.856E-2	0.00204
S3_23137106	0.02431	-3.1956E-4	-7.3066E-3	-3.2934E-3	0.03804
S3_23137115	0.02399	-4.0048E-4	-3.6766E-3	0.00344	0.04135
S3_23137123	0.0214	9.72E-4	-4.621E-3	0.00398	0.03723
S3_23218723	0.01424	0.01826	0.02157	0.00448	-2.4181E-3
S3_23235639	0.00871	-2.3062E-2	0.00898	-7.5166E-4	-2.1191E-3
S3_23285414	0.01619	0.01853	0.02032	0.005	-5.1931E-3
S3_23446157	0.03058	-6.1583E-3	-9.4851E-3	-6.9767E-3	-3.6679E-2
S3_23446166	0.0318	-9.173E-3	-1.0467E-2	-1.1481E-2	-2.7473E-2
S3_23455921	0.03028	-8.2773E-3	-3.8239E-3	-7.5198E-3	-3.5757E-2
S3_23459257	0.0262	-5.4183E-3	-1.4652E-2	-1.3506E-2	-1.0694E-2
S4_19913	0.00689	0.00287	-3.5062E-2	0.02986	0.01876
S4_38232	0.00813	-3.1176E-2	0.01126	0.00168	-8.4183E-4
S4_69351	-1.1104E-2	0.02169	-7.9851E-4	-6.6705E-2	0.00982
S4_69362	0.01972	-1.9988E-2	-1.3716E-2	-1.7111E-2	0.03092
S4_117206	-1.7666E-3	-1.4768E-3	0.0041	0.01087	0.01968
S4_130278	0.02308	-5.1239E-3	0.02971	-5.7577E-3	0.00103
S4_162876	0.02008	-1.5893E-2	0.02658	-1.8325E-2	0.00985
S4_240201	-8.2816E-5	3.1272E-4	-5.2481E-3	-3.5485E-2	-2.9435E-4
S4_240202	-3.7148E-4	1.2514E-4	-4.0367E-3	-3.8153E-2	0.01035
S4_242631	0.02143	-1.2258E-2	0.02958	-3.4231E-3	-5.3247E-3
S4_336993	0.00939	0.00529	-1.9444E-2	0.0194	0.0147
S4_458226	0.01425	0.01664	-1.378E-2	0.01232	0.01409
S4_458259	0.01659	0.01657	-1.6664E-2	0.017	0.01061
S4_494301	0.02406	0.02827	-1.6521E-2	0.01544	0.01529
S4_494705	0.01797	0.02049	-1.6019E-2	0.0064	0.01558
S4_770758	0.00946	0.01242	0.01271	0.01079	-1.5302E-3
S4_770783	0.0153	0.01721	-1.4493E-2	0.01486	0.01348
S4_842100	0.01339	-1.7247E-2	-1.5741E-2	0.00626	0.01159
S4_979261	0.01206	0.01678	0.01725	-1.2427E-3	-1.1162E-2
S4_979305	0.01183	0.02004	0.01554	-3.7668E-3	-3.5582E-3
S4_979331	0.01376	0.02153	0.01954	-4.1657E-3	-1.0876E-2
S4_979332	0.01364	0.02262	0.01927	-4.4028E-3	-9.6606E-3
S4_979356	0.01639	0.02347	0.02115	0.00358	-7.2875E-3
S4_985005	-2.6293E-3	7.9636E-4	-6.4871E-3	-1.863E-2	0.00288
S4_985033	-1.6391E-4	-1.3937E-3	-8.8076E-3	-3.2937E-2	0.02474
